program,cohort,pacing,past_cohorts,ed_coach_used,ed_coach_available,learn_url
Program: UI Design,Cohort: online-ui-pt-093019,Pacing: Part Time,,0,0,http://learn.co/e76ea7da-0947-4f33-b476-0b0f8a946908
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-110419,Pacing: Full Time,,1,1,http://learn.co/softwaree40
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090819 - left on 2019-12-06 
online-web-pt-090919 - left on 2019-09-07 
",0,0,http://learn.co/ag212
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            onl01-seng-pt-100619 - left on 2019-11-27 
online-web-pt-100619 - left on 2019-11-01 
online-web-pt-100719 - left on 2019-10-04 
",0,0,http://learn.co/jdiaz28
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-100719,Pacing: Part Time,,3,3,http://learn.co/coachcooz
Program: UX Design,Cohort: online-ux-pt-081919,Pacing: Part Time,,0,0,http://learn.co/adamcbassett
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-041519,Pacing: Part Time,"Past Cohorts:
            online-ds-pt-031119 - left on 2019-10-25 
",1,1,http://learn.co/adchang91
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/amcooper
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,6,6,http://learn.co/adogthewarrior
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,5,5,http://learn.co/mathycoder
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090819,Pacing: Part Time,"Past Cohorts:
            online-web-pt-071519 - left on 2019-10-29 
online-web-ft-071519 - left on 2019-07-16 
",0,0,http://learn.co/aschonely83
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/adamtaitano
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-031119 - left on 2019-03-12 
",1,1,http://learn.co/yakivu
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-ds-sp-000 - left on 2019-08-20 
",1,1,http://learn.co/adamweissman
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/6f1160f8-cb2c-4a25-8524-82c53776e55e
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/luohaoxiang
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/alendor22
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,4,4,http://learn.co/atsoamazed
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/adilnm
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-061019,Pacing: Part Time,,0,0,http://learn.co/aantoso
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-100719,Pacing: Part Time,"Past Cohorts:
            online-ux-pt-081919 - left on 2019-09-12 
online-web-pt-100719 - left on 2019-09-12 
online-ux-pt-081919 - left on 2019-09-11 
online-web-pt-100719 - left on 2019-09-11 
online-ux-pt-081919 - left on 2019-09-10 
",0,0,http://learn.co/crevolous
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/adriandave13
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/adrian082818
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2018-09-20 
",1,1,http://learn.co/adpaz
Program: Online Software Engineering Bootcamp,Cohort: onl01-seng-ft-012120,Pacing: Full Time,"Past Cohorts:
            online-web-ft-110419 - left on 2019-12-05 
online-web-ft-100719 - left on 2019-10-15 
",0,0,http://learn.co/llathander
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/adrianne29
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,8,8,http://learn.co/yurigurlie207
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,8,8,http://learn.co/aellonk
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/afrikaw
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,8,8,http://learn.co/indigotorch
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2018-09-20 
",3,3,http://learn.co/aglaevdz
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-071519,Pacing: Full Time,,1,1,http://learn.co/aabuauf
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/ahmed13061988
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-100719,Pacing: Full Time,,0,0,http://learn.co/dialloai
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-pt-061019 - left on 2019-12-18 
online-web-pt-051319 - left on 2019-05-24 
online-web-pt-031119 - left on 2019-02-13 
",0,0,http://learn.co/aabdikul
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/ames1977
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/aisatou
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/baisling
Program: UI Design,Cohort: online-ui-pt-102119,Pacing: Part Time,,0,0,http://learn.co/e75b4d78-cade-4b38-ae4a-027801684f01
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-031119,Pacing: Part Time,,1,1,http://learn.co/ag2791
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/ajvni
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-102218 - left on 2019-07-01 
online-web-pt-112618 - left on 2019-04-05 
online-web-pt-102218 - left on 2019-03-14 
",5,5,http://learn.co/akilich
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-100719,Pacing: Full Time,,0,0,http://learn.co/akimclerge
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,8,8,http://learn.co/akshay1dhingra
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,0,0,http://learn.co/akshay-ghalsasi
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-071519,Pacing: Part Time,"Past Cohorts:
            online-ds-ft-071519 - left on 2019-07-16 
",5,5,http://learn.co/leukamal
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/alankrajina
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-011419,Pacing: Full Time,"Past Cohorts:
            online-web-ft-011419 - left on 2019-08-09 
online-web-ft-011419 - left on 2019-02-28 
",0,0,http://learn.co/alnorx
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",11,11,http://learn.co/alavia
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/albinazakirova1804
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-081219,Pacing: Part Time,,0,0,http://learn.co/alecnhall
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,2,2,http://learn.co/acantu101
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-081219,Pacing: Part Time,"Past Cohorts:
            online-ds-pt-021119 - left on 2019-10-24 
",8,8,http://learn.co/codesay
Program: UX Design,Cohort: online-ux-ft-081919,Pacing: Full Time,,0,0,http://learn.co/b5c17129-720a-43ae-853c-a0a566462967
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,13,13,http://learn.co/alekvuka
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/alenaniku
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/aletamarie
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-051319 - left on 2019-08-10 
",5,5,http://learn.co/truec-d
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-071519,Pacing: Full Time,,1,1,http://learn.co/alethiaq
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-100719,Pacing: Part Time,,3,3,http://learn.co/alexanderjohnny
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/alexcrisan
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/alxclmb
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-web-pt-120919 - left on 2019-12-10 
",0,0,http://learn.co/asengelhart
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/gloverab
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/byojelly
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,,1,1,http://learn.co/hyunho98
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-120919,Pacing: Full Time,,0,0,http://learn.co/ahmcoding
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-041519,Pacing: Part Time,"Past Cohorts:
            online-web-pt-031119 - left on 2019-12-14 
online-web-pt-021119 - left on 2019-02-07 
",2,2,http://learn.co/merecka
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-110419,Pacing: Full Time,"Past Cohorts:
            online-web-ft-061019 - left on 2019-09-12 
",1,1,http://learn.co/anahimana
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,0,0,http://learn.co/alexorn
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/axpepper
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/aroman2100
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-031119 - left on 2019-10-12 
online-web-ft-112618 - left on 2019-03-28 
",3,3,http://learn.co/fliptech9
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,8,8,http://learn.co/alexcodebigblue
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-051319 - left on 2019-06-20 
",1,1,http://learn.co/a-velasquez
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/alex6851
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090819,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-09-07 
",0,0,http://learn.co/alixzandre
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/alexfriedland
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/alexanderthegood
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/alexanderlem
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/asprince103
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/alexandraclemm
Program: UI Design,Cohort: online-ui-pt-120219,Pacing: Part Time,,0,0,http://learn.co/7c91a067-28cc-483e-83ab-cf37181e1ec9
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/allygurl98
Program: UI Design,Cohort: online-ui-pt-093019,Pacing: Part Time,"Past Cohorts:
            online-ui-pt-081919 - left on 2019-08-29 
",0,0,http://learn.co/c74277d0-1082-4a52-820a-3446d25d4f81
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/alexia112
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/alexisadorn
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/alexis101
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-10-24 
",0,0,http://learn.co/alexis122
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-090919,Pacing: Full Time,,2,2,http://learn.co/rsja12
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-pt-081219 - left on 2019-11-02 
",1,1,http://learn.co/dadecountycoder
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/ajkarimi7
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/alict
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,9,9,http://learn.co/alicewtien
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/alicebrunel
Program: Web Development Accelerated Program,Cohort: uci-online-web9-pt-093019,Pacing: Part Time,"Past Cohorts:
            -pt-100719 - left on 2019-11-01 
",1,1,http://learn.co/thealice
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-061019,Pacing: Part Time,,0,0,http://learn.co/amfosh
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",6,6,http://learn.co/aliciayu
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/aliciea
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090919,Pacing: Part Time,,0,0,http://learn.co/alinamalvin
Program: UX Design,Cohort: online-ux-pt-120219,Pacing: Part Time,"Past Cohorts:
            online-ux-pt-102119 - left on 2019-11-21 
",0,0,http://learn.co/5c9d9ff7-2921-4cf7-9f94-fbbe184ecb40
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2018-09-20 
",5,5,http://learn.co/cookiemccormick
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-120919,Pacing: Full Time,,1,1,http://learn.co/aradjabova
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/alisherzakir
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,4,4,http://learn.co/tsunamins
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-031119,Pacing: Part Time,"Past Cohorts:
            online-ds-pt-011419 - left on 2019-04-09 
online-ds-pt-112618 - left on 2018-12-31 
",3,3,http://learn.co/allagonzalez
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-021119 - left on 2019-08-02 
",5,5,http://learn.co/allenfp
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-11-04 
",0,0,http://learn.co/apottinger
Program: Online Software Engineering Bootcamp,Cohort: onl01-seng-pt-100619,Pacing: Part Time,"Past Cohorts:
            online-web-pt-100619 - left on 2019-11-01 
online-web-pt-100719 - left on 2019-10-04 
",1,1,http://learn.co/allisoncortez
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/achesky
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/cheshicat
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/allison-johnson
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-041519,Pacing: Part Time,,7,7,http://learn.co/akelly66
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,1,1,http://learn.co/akhoehnsaric
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-11-26 
",0,0,http://learn.co/allymorson
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,20,20,http://learn.co/ahotchkin
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-081219 - left on 2019-12-11 
",0,0,http://learn.co/dirtypandabutter
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/alvinluipo
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",16,16,http://learn.co/alwinao
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,3,3,http://learn.co/aalidina
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090819,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-09-07 
",1,1,http://learn.co/amhall25
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-011419 - left on 2019-09-06 
online-web-pt-011419 - left on 2019-05-01 
",1,1,http://learn.co/alyssab444
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/amsidebottom
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,10,10,http://learn.co/alyssawatsonlee
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-100719,Pacing: Full Time,"Past Cohorts:
            online-web-ft-090919 - left on 2019-11-27 
",3,3,http://learn.co/alyssayates2
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-061019 - left on 2019-12-10 
",9,9,http://learn.co/latinawhocodes
Program: UX Design,Cohort: online-ux-pt-093019,Pacing: Part Time,,0,0,http://learn.co/asdevries
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,7,7,http://learn.co/amandena
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-10-31 
online-web-pt-100719 - left on 2019-10-03 
online-web-pt-090919 - left on 2019-08-29 
",0,0,http://learn.co/amandad91
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/astrodynamo
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/amandaliang
Program: UI Design,Cohort: online-ui-pt-081919,Pacing: Part Time,,0,0,http://learn.co/b7826190-2378-4614-97f5-bad61f40871e
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,11,11,http://learn.co/helloamandamurphy
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/aarodgers
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/abrolon87
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090819,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-09-07 
online-web-pt-081219 - left on 2019-08-17 
online-web-pt-071519 - left on 2019-07-16 
",1,1,http://learn.co/amaaniiv
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,7,7,http://learn.co/amarjerome87
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-061019,Pacing: Part Time,,0,0,http://learn.co/amberganda
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/armstrongamberly
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-cli-071618-part-time - left on 2018-09-12 
",8,8,http://learn.co/acova003
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,13,13,http://learn.co/amilmasic
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-090919,Pacing: Full Time,,0,0,http://learn.co/aminamos
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/lovelyamirah
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-081219,Pacing: Part Time,"Past Cohorts:
            online-web-pt-061019 - left on 2019-11-02 
online-web-pt-051319 - left on 2019-05-08 
online-web-pt-041519 - left on 2019-04-05 
",0,0,http://learn.co/mitzvahgirl
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/amyfong82
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/ail5371
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/amyequinn
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/amytunyc
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-061019 - left on 2019-11-14 
",3,3,http://learn.co/amyanne
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/amyamy108
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",4,4,http://learn.co/apnuyen
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-ft-100719 - left on 2019-12-05 
online-web-ft-090919 - left on 2019-09-05 
",0,0,http://learn.co/andrada1403
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,9,9,http://learn.co/aboone08
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/pprplane
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/agrygo
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/andreanasuto
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-100719,Pacing: Part Time,"Past Cohorts:
            online-ds-ft-100719 - left on 2019-10-23 
",2,2,http://learn.co/andiosika
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/swishyfishie
Program: Online Software Engineering Bootcamp,Cohort: onl01-seng-pt-012120,Pacing: Part Time,"Past Cohorts:
            onl01-seng-pt-100619 - left on 2019-12-06 
online-web-pt-100619 - left on 2019-11-01 
online-web-pt-100719 - left on 2019-10-08 
online-web-pt-061019 - left on 2019-09-04 
online-web-pt-081219 - left on 2019-08-13 
",0,0,http://learn.co/andrescolombiano
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/frequencyz
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,7,7,http://learn.co/a6bernier
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/awbunys
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/andru94
Program: Web Development Accelerated Program,Cohort: uci-online-web9-pt-093019,Pacing: Part Time,"Past Cohorts:
            -pt-100719 - left on 2019-11-01 
",1,1,http://learn.co/acapp-dev
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-110419,Pacing: Full Time,,1,1,http://learn.co/aohibbard
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-041519,Pacing: Part Time,,8,8,http://learn.co/andrewj1
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/andyjoshowitz
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/andrewkairys
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/andrwprk
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-051319 - left on 2019-08-21 
",3,3,http://learn.co/aphavise
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/andrew9silva
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/aks671
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-090919,Pacing: Full Time,,1,1,http://learn.co/atksmith88
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,3,3,http://learn.co/andrewtrent
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/andrewhwaller
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/andrew-j-williams
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-120919,Pacing: Full Time,"Past Cohorts:
            onl01-dtsc-ft-012120 - left on 2019-12-11 
",1,1,http://learn.co/andrewmichaelwitt
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,3,3,http://learn.co/asyroyez
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-081219,Pacing: Full Time,,5,5,http://learn.co/andymdc31
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/andytouch1993
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/angelabardysh
